0
21ur-1
21ur-13442
21ur-2319
21ur-3372
21ur-5101
4R79.2
AC7.3
AH6.3
B0024.4
B0205.10
B0207.7
B0218.5
B0250.8
B0280.7
B0281.3
B0303.3
B0334.3
B0454.5
B0507.1
BE10.1
C01A2.2
C01B4.6
C01B4.7
C02D5.2
C04E12.2
C04E6.5
C04F12.1
C04F12.7
C04G6.10
C05C12.1
C05C12.5
C06A1.3
C06A5.8
C06E1.1
C06E4.8
C06E8.5
C07D8.6
C07E3.4
C07G1.7
C08E3.13
C08E8.2
C08F11.10
C08F8.6
C09B8.4
C09F9.1
C10C6.3
C10G8.4
C14C11.7
C14C6.2
C14C6.5
C15A11.2
C15C6.3
C15H7.3
C17D12.5
C17H12.5
C17H12.6
C17H12.8
C18C4.7
C18D4.6
C18H7.1
C18H7.4
C23G10.1
C23G10.11
C25A8.5
C25E10.8
C25F9.5
C25G4.8
C26B2.2
C29F3.7
C30A5.4
C30G12.2
C31C9.2
C32H11.3
C32H11.4
C33A12.1
C33F10.4
C33F10.8
C34F11.1
C35B1.5
C35C5.8
C35E7.10
C35E7.6
C35E7.9
C36H8.1
C37E2.2
C38C10.3
C38D9.2
C39D10.5
C39E9.8
C39H7.1
C40H1.8
C42D4.3
C43E11.5
C46H11.6
C47A4.5
C47E8.1
C49C3.9
C49C8.1
C49C8.5
C49G7.10
C50F4.1
C50F4.8
C50F4.9
C50F7.5
C50H2.13
C52D10.3
C52E4.7
C54G4.3
C55A6.4
C55A6.6
C55A6.7
C55C3.4
C56A3.5
D1081.5
D1086.3
D2096.6
DH11.2
E01G4.5
E03H12.7
E03H4.4
EEED8.2
EGAP5.1
F01D5.2
F01D5.3
F01D5.5
F02D8.4
F07F6.1
F08F3.6
F08G2.7
F08H9.3
F08H9.4
F09B12.3
F09C12.8
F09E5.3
F09F7.6
F10D11.6
F10E9.1
F11G11.4
F12F6.1
F13A7.1
F13B12.4
F13H8.11
F14B8.5
F14D7.6
F14F7.4
F15B9.6
F15D4.5
F15E6.3
F17B5.1
F17H10.1
F19H8.2
F20D6.11
F20G2.1
F20H11.1
F21C10.10
F21G4.1
F22B5.4
F22D6.9
F22E5.1
F22E5.6
F23B12.1
F23F12.3
F25B3.4
F25B3.5
F25D1.5
F25F2.1
F26F2.1
F26F4.2
F26H9.5
F28A12.3
F28H1.1
F28H7.3
F28H7.8
F29B9.7
F31E8.5
F31F7.1
F34D10.4
F35B3.4
F35C11.3
F35C5.1
F35E12.10
F35E12.6
F35H10.2
F36A2.9
F36A4.3
F36A4.4
F36D4.5
F36H12.4
F37A4.5
F37C4.5
F38B2.4
F38B7.2
F38E1.3
F38E11.6
F38H4.6
F39E9.7
F40E3.5
F40H6.1
F41B4.1
F41C3.2
F41G3.5
F42A9.3
F42A9.6
F43C11.7
F44E2.4
F44E2.8
F44E5.4
F44E5.5
F44F1.6
F44G3.10
F44G4.1
F44G4.5
F45D11.3
F45D11.4
F45D3.2
F45D3.4
F46A9.2
F46F2.3
F46F5.8
F47B3.5
F47B7.1
F47C12.7
F48E8.3
F49C12.7
F52B5.3
F52G2.3
F53A9.8
F53A9.9
F53C11.1
F53C3.1
F54B3.2
F54C1.8
F54C8.1
F54D11.3
F54G2.1
F55A4.3
F55C9.3
F55F8.7
F55G11.2
F55G11.3
F55G11.4
F55G11.7
F55G11.8
F56A11.6
F56A4.12
F56A4.3
F56A4.4
F56D5.3
F56F10.1
F56F3.4
F57A8.6
F57F4.4
F57F5.1
F57G12.1
F57G8.7
F58A6.5
F58D2.2
F58D5.7
F58E6.11
F58G1.3
F58H10.1
F59A2.5
F59A3.8
F59A6.2
H20E11.1
H20E11.3
K01D12.15
K01D12.7
K02E2.6
K03D3.2
K03H1.12
K04A8.10
K04H4.5
K05F1.8
K05F1.9
K06G5.1
K07C5.9
K07F5.6
K07H8.8
K08B12.1
K08C9.2
K08D8.5
K08F4.5
K08F8.5
K09B11.5
K09D9.1
K09E4.1
K09H11.11
K10C3.4
K10C9.7
K10D6.3
K10H10.6
K10H10.7
K11C4.1
K11H12.4
K11H12.6
K11H3.2
K12H4.7
M02B1.4
M03A1.3
M04C9.1
M05B5.4
M60.6
M88.3
